"2024-12-11 11:56:13,431 - INFO - Fichier déplacé : /Users/kevin/Downloads/WhatsApp Image 2024-06-23 at 14.43.36.jpeg -> /Users/kevin/Downloads/jpeg/WhatsApp Image 2024-06-23 at 14.43.36.jpeg"
"2024-12-11 11:56:13,432 - INFO - Fichier déplacé : /Users/kevin/Downloads/Becoming-a-Data-Engineer-Unlocking-the-Future[1] (1).pptx -> /Users/kevin/Downloads/pptx/Becoming-a-Data-Engineer-Unlocking-the-Future[1] (1).pptx"
"2024-12-11 11:56:13,432 - INFO - Fichier déplacé : /Users/kevin/Downloads/buck.asc -> /Users/kevin/Downloads/asc/buck.asc"
"2024-12-11 11:56:13,433 - INFO - Fichier déplacé : /Users/kevin/Downloads/PDFServletAttestationDeDroits.dopdf.pdf -> /Users/kevin/Downloads/pdf/PDFServletAttestationDeDroits.dopdf.pdf"
"2024-12-11 11:56:13,434 - INFO - Fichier déplacé : /Users/kevin/Downloads/candidature supinfo.pdf -> /Users/kevin/Downloads/pdf/candidature supinfo.pdf"
"2024-12-11 11:56:13,434 - INFO - Fichier déplacé : /Users/kevin/Downloads/anydesk.dmg -> /Users/kevin/Downloads/dmg/anydesk.dmg"
"2024-12-11 11:56:13,437 - INFO - Fichier déplacé : /Users/kevin/Downloads/data explicite.pdf -> /Users/kevin/Downloads/pdf/data explicite.pdf"
"2024-12-11 11:56:13,439 - INFO - Fichier déplacé : /Users/kevin/Downloads/Negotiation-2.jpg -> /Users/kevin/Downloads/jpg/Negotiation-2.jpg"
"2024-12-11 11:56:13,439 - INFO - Fichier déplacé : /Users/kevin/Downloads/best visa (1).pdf -> /Users/kevin/Downloads/pdf/best visa (1).pdf"
"2024-12-11 11:56:13,440 - INFO - Fichier déplacé : /Users/kevin/Downloads/Rayleigh-P1-SI DS1.1-correction.pdf -> /Users/kevin/Downloads/pdf/Rayleigh-P1-SI DS1.1-correction.pdf"
"2024-12-11 11:56:13,442 - INFO - Fichier déplacé : /Users/kevin/Downloads/LM MALAKOFF.docx -> /Users/kevin/Downloads/docx/LM MALAKOFF.docx"
"2024-12-11 11:56:13,443 - INFO - Fichier déplacé : /Users/kevin/Downloads/QCM2-2020.pdf -> /Users/kevin/Downloads/pdf/QCM2-2020.pdf"
"2024-12-11 11:56:13,447 - INFO - Fichier déplacé : /Users/kevin/Downloads/IMG_0010.HEIC -> /Users/kevin/Downloads/heic/IMG_0010.HEIC"
"2024-12-11 11:56:13,448 - INFO - Fichier déplacé : /Users/kevin/Downloads/~$Suivi recherche stage.xlsx -> /Users/kevin/Downloads/xlsx/~$Suivi recherche stage.xlsx"
"2024-12-11 11:56:13,449 - INFO - Fichier déplacé : /Users/kevin/Downloads/validationP22Corr.pdf -> /Users/kevin/Downloads/pdf/validationP22Corr.pdf"
"2024-12-11 11:56:13,450 - INFO - Fichier déplacé : /Users/kevin/Downloads/WSNv1.0.zip -> /Users/kevin/Downloads/zip/WSNv1.0.zip"
"2024-12-11 11:56:13,450 - INFO - Fichier déplacé : /Users/kevin/Downloads/Lettre de Motivation Alternace DATA (1).pdf -> /Users/kevin/Downloads/pdf/Lettre de Motivation Alternace DATA (1).pdf"
"2024-12-11 11:56:13,451 - INFO - Fichier déplacé : /Users/kevin/Downloads/WhatsApp Image 2024-01-12 at 08.20.45 (2).jpeg -> /Users/kevin/Downloads/jpeg/WhatsApp Image 2024-01-12 at 08.20.45 (2).jpeg"
"2024-12-11 11:56:13,451 - INFO - Fichier déplacé : /Users/kevin/Downloads/LM MALAKOFF.pdf -> /Users/kevin/Downloads/pdf/LM MALAKOFF.pdf"
"2024-12-11 11:56:13,453 - INFO - Fichier déplacé : /Users/kevin/Downloads/googlechrome.dmg -> /Users/kevin/Downloads/dmg/googlechrome.dmg"
"2024-12-11 11:56:13,453 - INFO - Fichier déplacé : /Users/kevin/Downloads/IMG_0006.HEIC -> /Users/kevin/Downloads/heic/IMG_0006.HEIC"
"2024-12-11 11:56:13,453 - INFO - Fichier déplacé : /Users/kevin/Downloads/Avis.pdf -> /Users/kevin/Downloads/pdf/Avis.pdf"
"2024-12-11 11:56:13,454 - INFO - Fichier déplacé : /Users/kevin/Downloads/scraping-recette.py -> /Users/kevin/Downloads/py/scraping-recette.py"
"2024-12-11 11:56:13,455 - INFO - Fichier déplacé : /Users/kevin/Downloads/Mon dossier.pdf -> /Users/kevin/Downloads/pdf/Mon dossier.pdf"
"2024-12-11 11:56:13,456 - INFO - Fichier déplacé : /Users/kevin/Downloads/document-2.pdf -> /Users/kevin/Downloads/pdf/document-2.pdf"
"2024-12-11 11:56:13,456 - INFO - Fichier déplacé : /Users/kevin/Downloads/ESIGELEC.pdf -> /Users/kevin/Downloads/pdf/ESIGELEC.pdf"
"2024-12-11 11:56:13,458 - INFO - Fichier déplacé : /Users/kevin/Downloads/WhatsApp Image 2023-12-05 at 17.34.24.jpeg -> /Users/kevin/Downloads/jpeg/WhatsApp Image 2023-12-05 at 17.34.24.jpeg"
"2024-12-11 11:56:13,458 - INFO - Fichier déplacé : /Users/kevin/Downloads/AWS_GLUE_DATABREW.pptx -> /Users/kevin/Downloads/pptx/AWS_GLUE_DATABREW.pptx"
"2024-12-11 11:56:13,459 - INFO - Fichier déplacé : /Users/kevin/Downloads/AurelienKevin_DIOGNE_CV_Stage-2.pdf -> /Users/kevin/Downloads/pdf/AurelienKevin_DIOGNE_CV_Stage-2.pdf"
